text,hashtags,user_mentions,date,sentiment_scores,sentiment
"ABC News accepts that its controversial Australian journalist Avani Dias lied about Indian Constitution in documentary targeting PM Modi.Few days back, Avani Dias was asked to leave India & denied reporting in India by authorities as she violated VISA rules in India.",,,2024-06-28T12:05:45.000Z,"{'neg': 0.237, 'neu': 0.717, 'pos': 0.046, 'compound': -0.8225}",negative
"10,000 More Skilled Migration Places in WA Big news for Western Australia! There has been an announcement of 10,000 skilled migration places for the year 2024-25.","MigrationNews, SkilledMigration, WesternAustralia, WADAMA, StateNominatedMigration, WorkInAustralia",,2024-07-03T07:05:54.000Z,"{'neg': 0.000, 'neu': 1.000, 'pos': 0.000, 'compound': 0.0000}",neutral
"""I can also say all people who arrived in Australia from the occupied Palestinian territories are presently able to access a bridging visa that will grant them work rights and access to Medicare.""",block-66837f198f08c06044cfff4d…,,2024-07-02T04:23:05.000Z,"{'neg': 0.000, 'neu': 0.928, 'pos': 0.072, 'compound': 0.3612}",neutral
"Australia has more than doubled the cost of international student visas to A$1,600, which is a 225% jump from the previous fee of AUS$710.The move, which takes effect today (July 1), aims to manage record migration numbers that have exacerbated housing market pressures.1",,,2024-07-01T08:30:07.000Z,"{'neg': 0.000, 'neu': 1.000, 'pos': 0.000, 'compound': 0.0000}",neutral
OMG I'VE BEEN GRANTED THE VISA AUSSIE FRIENDS WHERE THE HELL ARE YOU HELLO FROM YOUR NEW FELLOW CITIZEN,,,2020-01-23T20:46:12.000Z,"{'neg': 0.179, 'neu': 0.623, 'pos': 0.198, 'compound': -0.1280}",negative
.PatsKarvelas asks @D_LittleproudMP if Pacific leaders have reason to be worried that a new agricultural visa may threaten the employment prospects of thousands who access the existing Pacific Islanders Seasonal Workers Scheme to work on Australian farms.,"NationalWrap, auspol",@D_LittleproudMP,2018-09-16T11:40:12.000Z,"{'neg': 0.117, 'neu': 0.829, 'pos': 0.054, 'compound': -0.3818}",negative
Woo hoo! The next stage of our partner visa has been granted. Now we've got two years together after which we can apply for a permanent visa. Well chuffed  @ascendant_love,"aussiebrit, visa",@ascendant_love,2023-07-04T02:12:45.000Z,"{'neg': 0.000, 'neu': 0.783, 'pos': 0.217, 'compound': 0.7574}",neutral
"Hey guys, I've got good news for you! My Australian visa has been approved And I'll be there forever To anyone out there I just want to say nice to meet you guys!",,,2022-12-20T09:40:37.000Z,"{'neg': 0.000, 'neu': 0.736, 'pos': 0.264, 'compound': 0.8550}",positive
Rare good news in higher ed: PhD and Masters by research students will still be eligible for a 485 temporary graduate visa up to age 50 (was going to be cut to 35).,,,2024-05-27T04:09:37.000Z,"{'neg': 0.058, 'neu': 0.861, 'pos': 0.081, 'compound': 0.2023}",neutral
"Temporary Graduate Visa - Subclass 485From 1 July 2023, Post-Study Work stream applicants with a select degree from specific universities are eligible for an extended 2 years on their visa. Visit Now:","eemmigration, 485visa",,2023-09-21T09:18:15.000Z,"{'neg': 0.000, 'neu': 1.000, 'pos': 0.000, 'compound': 0.0000}",neutral
Temporary Graduate Visa - Subclass 485The Temporary Graduate Visa (Subclass 485) is a temporary visa for international students who are graduates of an Australian institute.Visit Now:,"eemmigration, 485visa",,2023-09-29T10:29:23.000Z,"{'neg': 0.000, 'neu': 1.000, 'pos': 0.000, 'compound': 0.0000}",neutral
"If you want to undertake further study in Australia, and you hold a Temporary Graduate Visa, be careful about the way you make an application for your Student Visa. You can no longer apply for your Student Visa onshore if you hold a Temporary Graduate Visa.",,,2024-07-03T09:29:10.000Z,"{'neg': 0.046, 'neu': 0.894, 'pos': 0.060, 'compound': -0.0772}",neutral
"Great news for recent international graduates who haven't been able to return to due to Covid restrictions. The Australian Government has announced important changes to Temporary Graduate visa settings, which will offer the students additional flexibility, (1/2)",,,2021-11-29T03:52:07.000Z,"{'neg': 0.000, 'neu': 0.804, 'pos': 0.196, 'compound': 0.8074}",neutral
"Are you graduating soon? Thinking of applying for a temporary graduate visa 485? To make the process easy get in touch with us, Walk into one of our branches no booking required",,,2021-10-31T22:56:35.000Z,"{'neg': 0.062, 'neu': 0.846, 'pos': 0.092, 'compound': 0.2640}",neutral
"Study Cabinet Making & Make Your Pathway To Temporary Graduate Visa.To Know More About Cabinet Making Diploma, ContactBANSAL IMMIGRATION CONSULTANT","australia, Studyinaustralia, migrationagent, australiavisa, australiagram, BansalImmigration, immigrationagent, cabinetmaker",,2021-10-25T06:00:01.000Z,"{'neg': 0.000, 'neu': 1.000, 'pos': 0.000, 'compound': 0.0000}",neutral
"VISA 485 LIVES MATTER (Australia) Request to Australian Government to Freeze,Hold or Extend the Visa of Temporary Graduate Visa holders of Australia from the date of border closure who are suffering more than a year.#extend485visas",extend485visas,,2021-04-26T08:45:11.000Z,"{'neg': 0.080, 'neu': 0.828, 'pos': 0.091, 'compound': -0.1449}",neutral
**Temporary Graduate Visa (SC 485) Granted**Congratulations to Think Higher's client Vishal Garg for SC-485 visa grantVishal is extremely happy with our services. Grant date : 16th November 2021CONTACT US FOR MORE INFORMATION Email:...,,,2021-11-17T00:45:28.000Z,"{'neg': 0.000, 'neu': 0.827, 'pos': 0.173, 'compound': 0.7574}",neutral
"PM @RishiSunak, I urge you not to change the graduate visa. We must keep the two-year post-graduation work visa for international students. To change it would hugely damage our precious UK universities.",,"@RishiSunak,, @UKCISA, @UUKIntl, @APPGIS, @RussellGroup, @10DowningStreet",2024-05-09T16:16:36.000Z,"{'neg': 0.093, 'neu': 0.801, 'pos': 0.106, 'compound': 0.1206}",neutral
'Education' is just a click away at throw away competitive prices. Please contact us for students admissions and all visa related requirements(Student and Temporary Graduate visa).,,,2021-04-13T23:43:40.000Z,"{'neg': 0.000, 'neu': 0.857, 'pos': 0.143, 'compound': 0.4588}",neutral
Interesting chart from Home Affairs on the share of former student/temporary graduate visa holders in various PR categories.,,,2021-06-17T07:28:42.000Z,"{'neg': 0.000, 'neu': 0.766, 'pos': 0.234, 'compound': 0.5994}",neutral
"Our experienced migration experts are on hand to help you navigate the path towards correctly applying for a Temporary Graduate Visa or even for an affordable PYP. When you apply with us, we will file your Temporary Graduate Visa application for free as an introductory offer!",,,2019-03-11T10:42:18.000Z,"{'neg': 0.000, 'neu': 0.819, 'pos': 0.181, 'compound': 0.8588}",neutral
"Explore the wonders of Australia hassle-free with Visa Nook! Our streamlined process ensures a smooth application for tourist visas, requiring minimal documentation. Whether with or without sponsorship, trust Visa Nook for expert guidance and efficient processing.",,,2024-04-29T12:02:14.000Z,"{'neg': 0.068, 'neu': 0.854, 'pos': 0.078, 'compound': 0.1002}",neutral
"Explore Australia hassle-free with Visa Nook! Our tourist visa application requires minimum documentation, ensuring a smooth process. Whether sponsored or not, unlock your adventure Down Under with us. Apply now and embark on your dream journey to Australia with ease.",,,2024-05-06T09:15:58.000Z,"{'neg': 0.044, 'neu': 0.803, 'pos': 0.154, 'compound': 0.6033}",neutral
We are #476visa applicants our issue is raised by @GuardianAus We are waiting from last 3 years but no one cared about us. We request you to please ask Australian immigration to speed up procedure.  #auspol,"476visa, auspolhttps://pic.x.com/kgv9td4af2","@GuardianAus, @AlboMP, @ClareONeilMP, @EngAustralia",2022-06-13T19:30:37.000Z,"{'neg': 0.139, 'neu': 0.790, 'pos': 0.071, 'compound': -0.4306}",negative
Hello Mr. PM Australia we #476visa applicants congratulate you on winning elections. We are waiting from last 3 years but still waiting for grants. We request you please ask Australian immigration to speed up procedure.#auspol,"476visa, auspol@EngAustraliaSA@AlboMP","@EngAustraliaSA@AlboMP, @7NewsAustralia",2022-06-27T00:54:24.000Z,"{'neg': 0.000, 'neu': 0.764, 'pos': 0.236, 'compound': 0.8225}",neutral
Need help in admission + visa for study visa application. Drop us an email: info@visa2land.com,,@visa2land.com,2024-05-10T00:47:50.000Z,"{'neg': 0.118, 'neu': 0.730, 'pos': 0.152, 'compound': 0.1531}",negative
"Don't forget this as the Govt calls them criminals""Detainees are not being detained while serving a term of imprisonment but rather are in administrative detention pending the processing of their application for a visa or their removal from Australia.""",,,2020-09-18T02:37:38.000Z,"{'neg': 0.077, 'neu': 0.853, 'pos': 0.070, 'compound': -0.3156}",negative
"A List Of Our ServicesTravel Visa Application Assistance /Consultation Writing Bespoke SOP/ LOM and All Academic writings for Study AbroadApplication. Professional Travel Guides on Immigrating to Germany, UK, Canada & Australia.NOW AvailableKindly RETWEET",,,2020-06-05T05:59:35.000Z,"{'neg': 0.000, 'neu': 1.000, 'pos': 0.000, 'compound': 0.0000}",neutral
Lodged my 21-page visa application form for Australia!,,,2020-06-26T04:53:49.000Z,"{'neg': 0.000, 'neu': 1.000, 'pos': 0.000, 'compound': 0.0000}",neutral
